Title,Date,Creator and role,Department,Medium text statement,IRN,Image Filename,colour0,colour1,colour2,colour3,colour4,CSS_colour0,CSS_colour1,CSS_colour2,CSS_colour3,CSS_colour4
"Mt Hermannsburg - Ljalkaindirma, NT",2019,"INKAMALA, Kathy - ",Indigenous Australian Art,Watercolour,34075,2020.421_001.jpg,#b5dbe3,#b9604b,#e4a272,#5f5653,#f8f4ed,powderblue,indianred,darksalmon,dimgray,seashell
Manta Matic,1978,"COOPER, Michael Jean - ",Contemporary International Art,"Laminated wood, aircraft steel, aluminium, readymades",14605,1-1642_006_artistwithwork.jpg,#7a6749,#eeedf1,#cfb2a0,#494b36,#b08967,dimgray,whitesmoke,tan,darkolivegreen,rosybrown
Winged bowl:  Sunrise,1990,"McDOWELL, Lynne - ",Contemporary Australian Art,"Stoneware, red buff clay, wheelthrown spherical shape incised, detailed with silver and gold and interior glazed",10030,1990.510_001.jpg,#443326,#f0ebdc,#b48c67,#84674d,#d0aa81,darkslategray,antiquewhite,rosybrown,dimgray,tan
Winged vase:  Sunburst,1990,"McDOWELL, Lynne - ",Contemporary Australian Art,"Reddish buff stoneware clay, wheelthrown in tall calyx shape incised with lines. The lugs with silver and gold details and the interior glazed brown",1570,1990.512_001.jpg,#e6e0d2,#8c684a,#ab8360,#bbb1a2,#564536,gainsboro,sienna,peru,darkgray,darkolivegreen
Life is full of situations,1978,"ELY, Bonita - ",Contemporary Australian Art,Etching with aquatint,7694,1988.076_001.jpg,#f3dabe,#d2b799,#ba9c6d,#5a4b3f,#8b765d,wheat,tan,darkkhaki,darkolivegreen,gray
Permaculture crossed with feminist science fiction,2008,"FLOYD, Emily - ",Contemporary Australian Art,"Laminated timber, timber, vinyl, polyurethane varnish",8351,2009.002.001-207_001.jpg,#a7bdd6,#858385,#d6effa,#69442e,#9e9b9f,lightsteelblue,gray,lavender,saddlebrown,darkgray
Mary and James O'Coner,c.1875,"BAILEY & WINTER,  - Studio; BAILEY, Wilbur Fisk - Photographer; WINTER, Robert - Photographer",International Art,Albumen photograph,35563,2020.335_001.jpg,#694936,#dfcdae,#42221a,#c3a087,#9b6d5b,darkolivegreen,wheat,darkslategray,rosybrown,gray
Group portrait of men and women wearing bowler hats,c.1880,"BRADLEY & RULOFSON,  - Studio; BRADLEY, Henry William - Photographer; RULOFSON, William Herman - Photographer",International Art,Albumen photograph,35564,2020.337_001.jpg,#977e6a,#311817,#ddb796,#b69d85,#695042,gray,black,burlywood,rosybrown,darkolivegreen
Mindirr,2018,"RARRU, Margaret - ",Indigenous Australian Art,Twined gunga (pandanus) with natural dyes,31928,2018.409_001.jpg,#e9e6ec,#272623,#a4a1a4,#504d4a,#dfdae0,lavender,darkslategray,darkgray,darkslategray,gainsboro
Disturbance,c.1985,"OGAWA, Gaboku - ",Contemporary Asian Art,Brush and ink screen,7230,1991.027_001.jpg,#c3bbb2,#332e2a,#e0d6ce,#f8f6f5,#716255,silver,darkslategray,lightgray,whitesmoke,dimgray
(Open volcanic plains) (no. 4 from 'Images of Queensland' series),c.1870,"DAINTREE, Richard - ",Australian Art,Autotype,10240,2009.212.004_001.jpg,#e2e1dc,#3f3431,#bebab3,#8c817a,#61544f,gainsboro,darkslategray,silver,gray,dimgray
(Volcanic downs) (no. 6 from 'Images of Queensland' series),c.1870,"DAINTREE, Richard - ",Australian Art,Autotype,10111,2009.212.006_001.jpg,#e2dfd7,#635750,#cfc8bd,#3d332e,#91857c,gainsboro,dimgray,silver,darkslategray,gray
Textile length:  Spider web design,1989,"MARIKA, Julie Banunydji - Designer; GALUPA SCREENPRINTS,  - Manufacturer",Indigenous Australian Art,"Screenprinted in orange, black and red on mauve commercial cotton",1871,1990.381_001.jpg,#c48583,#4e2d2e,#efe8e3,#c96b24,#95323a,rosybrown,darkslategray,linen,chocolate,brown
Sleep of dreams,1987,"HOWARD, Ian - ",Contemporary Australian Art,Synthetic polymer paint,10121,2009.245a-t_001.jpg,#efeee7,#c49b7b,#90745b,#5e3c3d,#c7b199,linen,rosybrown,gray,darkolivegreen,tan
City Life,1981,"CRIPPS, Peter - ",Contemporary Australian Art,Gesso,24342,2016.225_001.jpg,#b28b60,#236240,#6d7f5b,#e3e0db,#546619,peru,darkslategray,dimgray,gainsboro,darkolivegreen
Cephalopod squid ‘Dilyimba’,1950s,"UNKNOWN,  - ",Indigenous Australian Art,Natural pigments,35307,2020.304_001.jpg,#906d4b,#322d28,#d6d4d2,#674030,#aca191,sienna,darkslategray,lightgray,saddlebrown,rosybrown
Namandi: The spirits of the dead,c.1976,"DJANBARDI, Ronnie - ",Indigenous Australian Art,Natural pigments,35281,2020.278_001.jpg,#a1866f,#d1c8be,#5e5751,#806458,#b9ab9e,gray,silver,dimgray,dimgray,darkgray
Untitled,c.1965,"NGULMARMAR, Dick - ",Indigenous Australian Art,Natural pigments,35289,2020.286_001.jpg,#cebfb1,#775b4c,#b19b8a,#aa7e5c,#e4e1dc,silver,dimgray,rosybrown,peru,gainsboro
Labyrinth game,2012,"BOLD, Nomin - ",Contemporary Asian Art,Synthetic polymer paint and gold leaf,21363,2015.004_001.jpg,#c18042,#3888a9,#ebdfc5,#595156,#e0b673,peru,steelblue,wheat,dimgray,burlywood
SO HAPPY 2 b in yr photo,2014,"STEWART, Tyza - ",Contemporary Australian Art,Oil,35094,2020.236_001.jpg,#e0cebf,#e0dfd8,#a38a79,#d6bcad,#c6a796,lightgray,gainsboro,rosybrown,silver,tan
Untitled,2015,"STEWART, Tyza - ",Contemporary Australian Art,Oil,35095,2020.237_001.jpg,#d9d4d3,#dbe9f0,#c8bebb,#a69c86,#d6e4e9,lightgray,lavender,silver,rosybrown,gainsboro
Imitating the song of a bird (from 'Hommage à Arthur Köpcke' (Hommage to Arthur Kopcke) portfolio),1979,"FILLIOU, Robert - ",Contemporary International Art,Offset print,1383,1991.153.006_001.jpg,#dedbda,#898888,#484445,#b8b7b6,#dad9d8,gainsboro,gray,darkslategray,silver,gainsboro
Eddie West died here (from 'Right here right now - Australia 1988' portfolio),1987,"FINCH, Lynette - ",Contemporary Australian Art,Screenprint,8638,1989.186.010_001.jpg,#837c51,#eae7dd,#d2d380,#078cc6,#3f2e18,dimgray,antiquewhite,burlywood,lightseagreen,darkslategray
portrait with inner self,2017,"CARCHESIO, Eugene - ",Contemporary Australian Art,Synthetic polymer paint and wood,33096,2019.053a-i_001_part a.jpg,#5a8062,#a2abac,#e5e3df,#8a979a,#466e4f,dimgray,darkgray,gainsboro,lightslategray,darkolivegreen
light surrounding the melancholy of Our Lady of Vladimir,2018,"CARCHESIO, Eugene - ",Contemporary Australian Art,Synthetic polymer paint,33097,2019.054_001.jpg,#fcf2cc,#fede02,#f4f4f4,#eae8ea,#fee023,blanchedalmond,gold,whitesmoke,lavender,gold
Pattern Power Moves,2014,"WYMAN, Jemima - ",Contemporary Australian Art,"HD video: 11:43 minutes, colour, sound; exhibition furniture, cloth bandanas, art materials",20667,2014.269_001.jpg,#473849,#85afd8,#07090f,#243048,#3e547c,darkslategray,skyblue,black,darkslategray,darkslateblue
Aggregate Icon (Kaleidoscopic Catchment),2014,"WYMAN, Jemima - ",Contemporary Australian Art,Hand-cut digital photographs and archival tape,20505,2014.116_001.jpg,#eeecec,#815b59,#b0a7a7,#467194,#36242d,linen,dimgray,darkgray,steelblue,darkslategray
Xilonoma Chamusquius 2,2012,"OLIVEIRA, Henrique - ",Contemporary International Art,Burnt plywood and pigments,18346,2012.348a-c_001.jpg,#9e948e,#3d2f2d,#e9ecee,#765e58,#c7c3c2,rosybrown,darkslategray,lavender,dimgray,silver
Boonah landscape,1962,"OLLEY, Margaret - ",Australian Art,Oil,18453,2012.356_001.jpg,#4c6857,#97a3a0,#75765f,#6a8e9b,#98876d,dimgray,darkgray,dimgray,lightslategray,gray
Seafood still life,1977,"OLLEY, Margaret - ",Contemporary Australian Art,Oil,18452,2012.357_001.jpg,#d5bf9b,#705c45,#31718b,#41372b,#b78e57,tan,darkolivegreen,steelblue,darkslategray,peru
Versailles,1952,"OLLEY, Margaret - ",Australian Art,Monotype and watercolour,18450,2012.432_001.jpg,#31241a,#baab92,#907f69,#5e4e3e,#d4c4ab,black,tan,gray,darkolivegreen,silver
Venice,1952,"OLLEY, Margaret - ",Australian Art,Monotype and watercolour,18451,2012.433_001.jpg,#d1c4af,#2a221b,#817869,#b1a795,#50473c,silver,black,gray,darkgray,darkolivegreen
Kuala Lumpur,1969,"OLLEY, Margaret - ",Australian Art,Watercolour and ink,18449,2012.494_001.jpg,#c5aa82,#29241c,#65684b,#dacab4,#a79969,tan,black,dimgray,silver,darkkhaki
"Jalan Tokong, Malacca",1969,"OLLEY, Margaret - ",Australian Art,Watercolour and ink,18448,2012.495_001.jpg,#c6a981,#2d241c,#a5976f,#6c5e47,#d1b593,tan,black,darkkhaki,darkolivegreen,tan
A little community (from an untitled suite),2008,"FLOYD, Emily - ",Contemporary Australian Art,Relief etching printed in one colour from one copper plate over lithograph  printed in one colour from one aluminium plate,9063,2010.174.001_001.jpg,#3b3221,#f1e0ac,#85795c,#48423d,#bdaf8b,darkslategray,wheat,dimgray,darkslategray,tan
Permaculture one (from an untitled suite),2008,"FLOYD, Emily - ",Contemporary Australian Art,Etching with aquatint printed in one colour from one copper plate over lithograph printed in one colour from one aluminium plate,11973,2010.174.002_001.jpg,#ecd58e,#372f22,#736845,#b1a378,#f2e3b1,khaki,darkslategray,darkolivegreen,darkkhaki,wheat
Permaculture two (from an untitled suite),2008,"FLOYD, Emily - ",Contemporary Australian Art,Etching with aquatint printed in one colour from one copper plate over lithograph printed in one colour from one aluminium plate,9163,2010.174.003_001.jpg,#39332d,#efe3b8,#b6ac8c,#786f54,#292110,darkslategray,wheat,tan,dimgray,black
Corroboree,1880s,"BARAK, William - ",Indigenous Australian Art,Natural pigments over charcoal,13555,1993.001_002.jpg,#b58e61,#927055,#c8ae8a,#d4bc9a,#755643,peru,dimgray,tan,tan,darkolivegreen
Justified behavioural sketch,2002,"QURESHI, Nusra Latif - ",Contemporary Asian Art,Gouache and ink,14352,2003.078_003.jpg,#fdb053,#b3cfb5,#5f787e,#cd623b,#e7dbc9,sandybrown,silver,slategray,chocolate,gainsboro
Silent spaces 1,2005,"QURESHI, Nusra Latif - ",Contemporary Asian Art,"Gouache, paper, synthetic polymer paint and wasli",15254,2005.334a-b_004_part a.jpg,#c40111,#bb897e,#a03e3d,#9e1019,#b86460,firebrick,rosybrown,sienna,firebrick,indianred
Precious strings of pearls,2006,"QURESHI, Nusra Latif - ",Contemporary Asian Art,"Gouache, ink and graphite",14908,2006.191_002.jpg,#df662c,#a5e2e1,#bfb59f,#a27f62,#e5352b,chocolate,powderblue,tan,gray,crimson
A set of serviceable shapes,2006,"QURESHI, Nusra Latif - ",Contemporary Asian Art,Gouache,14909,2006.192_002.jpg,#3c5751,#dcc298,#5eae90,#faa04b,#aad7c5,darkslategray,burlywood,cadetblue,sandybrown,lightsteelblue
The right adjustments - I,2006,"QURESHI, Nusra Latif - ",Contemporary Asian Art,Gouache and watercolour,14910,2006.193_002.jpg,#6cafa4,#bc6043,#edeae1,#176e6a,#a8cebf,cadetblue,indianred,beige,teal,silver
Untitled (from 'Ghajar' series),"2000, printed 2007","GHADIRIAN, Shadi - ",Contemporary Asian Art,Silver bromide print,9041,2008.103_001.jpg,#222222,#656565,#caccd0,#444444,#8e8e8f,black,dimgray,lightgray,darkslategray,gray
Untitled (from 'Ghajar' series),"2000, printed 2007","GHADIRIAN, Shadi - ",Contemporary Asian Art,Silver bromide print,5083,2008.104_001.jpg,#5c5c5c,#222222,#767676,#9d9d9e,#434343,dimgray,black,gray,darkgray,darkslategray
Untitled (from 'Ghajar' series),"2000, printed 2007","GHADIRIAN, Shadi - ",Contemporary Asian Art,Silver bromide print,5084,2008.105_001.jpg,#bbbec2,#3f3f3f,#8b8c8f,#252525,#5b5b5d,silver,darkslategray,gray,darkslategray,dimgray
Untitled (from 'Ghajar' series),"2000, printed 2007","GHADIRIAN, Shadi - ",Contemporary Asian Art,Silver bromide print,5085,2008.106_001.jpg,#434343,#cfd1d4,#9fa0a3,#666666,#252526,darkslategray,lightgray,darkgray,dimgray,darkslategray
Untitled (from 'Ghajar' series),"2000, printed 2007","GHADIRIAN, Shadi - ",Contemporary Asian Art,Silver bromide print,5086,2008.107_001.jpg,#272727,#7c7d7d,#5c5c5c,#bcbec2,#414141,darkslategray,gray,dimgray,silver,darkslategray
Vortex,2018,"SULTANA, Ayesha - ",Contemporary Asian Art,Graphite,31706,2018.374_001.jpg,#2b2b2d,#4e4f50,#404142,#626365,#363638,darkslategray,darkslategray,darkslategray,dimgray,darkslategray
Untitled,2018,"SULTANA, Ayesha - ",Contemporary Asian Art,Graphite,31707,2018.375_001.jpg,#231f23,#494847,#3a3837,#5e5d5c,#0f0a10,black,darkslategray,darkslategray,dimgray,black
Constellation II,2018,"SULTANA, Ayesha - ",Contemporary Asian Art,Graphite,31709,2018.376_001.jpg,#353536,#272727,#48494c,#2e2e2f,#3d3d3f,darkslategray,darkslategray,darkslategray,darkslategray,darkslategray
Raqs no.2,2016,"IMANI, Zahra - ",Contemporary International Art,"Cotton/polyester, nylon, rayon, polyester, silk in appliqué technique",31432,2018.385_001.jpg,#838e8d,#476167,#e4e4e5,#182f3b,#b1b0ab,lightslategray,dimgray,gainsboro,darkslategray,darkgray
Bed no. 2,2017,"IMANI, Zahra - ",Contemporary International Art,"Rayon/acetate, polyester, cotton/polyester, rayon in appliqué technique",31431,2018.386_001.jpg,#efe9de,#a29078,#c88140,#796b55,#c5b3a1,antiquewhite,rosybrown,peru,dimgray,tan
Wedding day,2018,"IMANI, Zahra - ",Contemporary International Art,"Fabrics, embroidery, cotton, beads, sequins, lace",31433,2018.387_001.jpg,#1f1e1a,#ebe9e8,#5c7795,#354a5d,#adb1b5,black,linen,slategray,darkslategray,darkgray
What's in a name?,2009-11,"MILLS, Jennifer - ",Contemporary Australian Art,Watercolour with pencil,17517,GoMA_ContemporaryAustraliaWomen_20120420_nharth_037.jpg,#dfdad6,#817a72,#a6a29f,#3b3533,#c2c0c1,gainsboro,gray,darkgray,darkslategray,silver
Untitled (from 'Jushn-e-gulle surkh' (Celebration of red tulips) series),2004-05,"ALI, Khadim - ",Contemporary Asian Art,Gouache,9879,2005.200.001_002.jpg,#b8a498,#816752,#c08d60,#ca3429,#473c35,rosybrown,dimgray,peru,firebrick,darkslategray
Untitled (from 'Jushn-e-gulle surkh' (Celebration of red tulips) series),2004-05,"ALI, Khadim - ",Contemporary Asian Art,Gouache,10092,2005.200.002_002.jpg,#836345,#bcb9b7,#4e3829,#6d4e37,#9f7e5a,sienna,silver,darkolivegreen,darkolivegreen,gray
Untitled (from 'Jushn-e-gulle surkh' (Celebration of red tulips) series),2004-05,"ALI, Khadim - ",Contemporary Asian Art,Gouache,10093,2005.200.003_002.jpg,#b26444,#dcbb9a,#427da3,#604d40,#d39a6a,sienna,tan,steelblue,darkolivegreen,darksalmon
Untitled (from 'Jushn-e-gulle surkh' (Celebration of red tulips) series),2004-05,"ALI, Khadim - ",Contemporary Asian Art,Gouache,10505,2005.200.004_002.jpg,#d2bcb5,#92837b,#eceae9,#aa9b92,#756159,silver,gray,linen,rosybrown,dimgray
Untitled (from 'Jushn-e-gulle surkh' (Celebration of red tulips) series),2004-05,"ALI, Khadim - ",Contemporary Asian Art,Gouache,11171,2005.200.005_002.jpg,#93806e,#cf8352,#c8b7ae,#57483c,#c84029,gray,peru,silver,darkolivegreen,firebrick
Untitled (from 'Jushn-e-gulle surkh' (Celebration of red tulips) series),2004-05,"ALI, Khadim - ",Contemporary Asian Art,Gouache,11172,2005.200.006_002.jpg,#b2794f,#af9687,#ae4226,#674533,#cfbeb5,peru,rosybrown,sienna,darkolivegreen,silver
A Raja riding on horseback in a state procession,19th century,"UNKNOWN,  - ",Asian Art,Watercolour,19317,2013.018a-d_001_part a.jpg,#c1a17b,#2b353e,#dbc39e,#7a5b51,#efe9df,rosybrown,darkslategray,tan,dimgray,antiquewhite
Tristan & Isolde,1992,"FRIEDMAN, Ken - ",Contemporary International Art,Plastic and painted wood,4688,1994.304a-b_001.jpg,#c6bba7,#38433e,#f4eddf,#a78166,#e3dbcd,silver,darkslategray,beige,gray,gainsboro
Beuger,2011,"ERUB ERWER META ARTISTS,  - Collective; OUI-PITT, Racy - Artist",Indigenous Australian Art,"Charcoal, watercolour",12038,2011.159.014_001.jpg,#e0e2ce,#2e2d2b,#a4a5a2,#6d6c68,#e4d458,gainsboro,darkslategray,darkgray,dimgray,sandybrown
Carved figure,1989,"UNKNOWN,  - ",Pacific Art,Carved and painted rosewood,25353,2017.305_001.jpg,#fefdf8,#7b523c,#9e7352,#c4bdb0,#54392c,snow,sienna,sienna,silver,darkolivegreen
Au (sago pot),c.1965-75,"IATMUL PEOPLEIATMUL PEOPLE,  - ",Pacific Art,"Earthenware, handbuilt with applied decoration and natural pigments",35728,2020.360_001.jpg,#806050,#fdfcf0,#9a7f6d,#504139,#cac0af,dimgray,floralwhite,gray,darkslategray,silver
Au (sago pot),c.1965-75,"IATMUL PEOPLEIATMUL PEOPLE,  - ",Pacific Art,"Earthenware, handbuilt with applied decoration and natural pigments",35729,2020.361_001.jpg,#413630,#ede7d5,#6b554a,#b3a99d,#887468,darkslategray,antiquewhite,dimgray,darkgray,gray
Cooking pot,c.1975-85,"MOTUAN PEOPLE,  - ",Pacific Art,"Earthenware, handbuilt",35731,2020.363_001.jpg,#695d53,#fdfaea,#3a332d,#c5baac,#8f8074,dimgray,floralwhite,darkslategray,silver,gray
Water pot,c.1975-85,"MOTUAN PEOPLE,  - ",Pacific Art,"Earthenware, handbuilt",35732,2020.364_001.jpg,#faf3eb,#967e6e,#b69986,#6f5e53,#d4ccc2,linen,gray,rosybrown,dimgray,lightgray
Nakamura Shikan as Shuka (right-hand panel of triptych),1864,"KUNISADA II, Utagawa - ",Asian Art,Colour woodblock print,12777,2-0965.001_002.jpg,#d6ad91,#475155,#be6b5a,#9c9282,#5d7c6c,tan,darkslategray,indianred,gray,dimgray
Sawamura Tanosuke as Princess Wakana (centre panel of triptych),1864,"KUNISADA II, Utagawa - ",Asian Art,Colour woodblock print,12778,2-0965.002_002.jpg,#475352,#798989,#b9a488,#577966,#ac614e,darkslategray,slategray,rosybrown,dimgray,indianred
Ichikawa Kobunji as the labourer Shitabe Tadashichi (left-hand panel of triptych),1864,"KUNISADA II, Utagawa - ",Asian Art,Colour woodblock print,12779,2-0965.003_002.jpg,#cab799,#645548,#a8977d,#3c4448,#628370,tan,darkolivegreen,rosybrown,darkslategray,dimgray
"Danseuse regardant la plante de son pied droit, quatrième étude (Dancer looking at the sole of her right foot, fourth study)","c.1882-1900, cast before 1954","DEGAS, Edgar - ",International Art,"Bronze, dark brown and green patina",16265,2012.440_001.jpg,#fcfcfc,#4a4b48,#6d6e6b,#32332f,#a1a2a2,snow,darkslategray,dimgray,darkslategray,darkgray
Una and the fauns,c.1890,"BUNNY, Rupert - ",Australian Art,Oil,6355,1-0153_001.jpg,#695a3e,#a79168,#463420,#83704e,#58472e,darkolivegreen,darkkhaki,darkslategray,dimgray,darkolivegreen
Study of gums,1908,"HEYSEN, Hans - ",Australian Art,Charcoal and coloured chalks over pencil,10614,2-0449_001.jpg,#8c7e59,#c2b38a,#d1c9b2,#695c3e,#a99971,gray,tan,silver,darkolivegreen,darkkhaki
Ngaraaka (bush bean) (from 'Bush tucker' series),2009,"HERMANNSBURG POTTERS,  - Pottery workshop; RUBUNTJA, Rona - Potter",Indigenous Australian Art,"Earthenware, hand-built terracotta clay with underglaze colours and applied decoration",11944,2010.250.012a-b_001.jpg,#aaaf91,#e0e6e0,#6d5734,#948648,#fcfdfd,darkgray,gainsboro,darkolivegreen,olivedrab,white
French Revolution,2010,"CHITRAKAR, Madhu - ",Contemporary Asian Art,Natural colour,22080,2016.450_001.jpg,#947149,#e2dac7,#2f8c91,#d5994e,#514429,sienna,lightgray,steelblue,peru,darkolivegreen
Vase:  Benedict's touch,1994,"20 ONE MANUFACTORY,  - Studio pottery; MOON, Damon - Potter; PRYOR, Gregory - Decorator",Contemporary Australian Art,"Earthenware, wheelthrown cream clay with underglaze, gold, black, pink and blue beneath the clear glaze",12320,1994.296_001.jpg,#d4cebd,#0245a1,#fefefe,#8d7246,#ada695,lightgray,teal,white,sienna,darkgray
Vase:  Rapunzel,1994,"20 ONE MANUFACTORY,  - Studio pottery; MOON, Damon - Potter; PRYOR, Gregory - Decorator",Contemporary Australian Art,"Earthenware, wheelthrown cream clay with underglaze gold, brown and blue beneath clear glaze",7941,1994.297_001.jpg,#fcfdfd,#0147a4,#b2ac9b,#d4cebc,#78725c,white,teal,darkgray,lightgray,dimgray
Vase:  Mystic,1994,"20 ONE MANUFACTORY,  - Studio pottery; MOON, Damon - Potter; PRYOR, Gregory - Decorator",Contemporary Australian Art,"Earthenware, wheelthrown cream clay with underglaze gold, brown, blue, green and pink beneath clear glaze",4685,1994.298_001.jpg,#fdfefd,#0249ad,#bbb29f,#dad2bc,#8f8876,white,teal,darkgray,lightgray,gray
Jug and cups,c.1952-54,"AARONS, Anita - ",Australian Art,Hermosa range slip-cast terracotta,21787,2015.042.001-007_001.jpg,#ebe7e1,#9a6c5a,#92928e,#f7f4ec,#aeafab,beige,gray,gray,linen,darkgray
City arabesque,"1938, printed 1970s","ABBOTT, Berenice - ",International Art,Gelatin silver photograph,1252,1991.095_001.jpg,#f6f6f6,#464647,#808080,#080809,#b8b7b8,whitesmoke,darkslategray,gray,black,silver
"Boggy Hole, Finke River",2008,"ABBOTT, Douglas Kwarlpe - ",Indigenous Australian Art,Watercolour,637,2008.409_001.jpg,#bebbb9,#6c6250,#b7ad79,#a19893,#958963,silver,dimgray,darkkhaki,rosybrown,gray
James Range,2007,"ABBOTT, Douglas Kwarlpe - ",Indigenous Australian Art,Watercolour,22781,2016.325_001.jpg,#ca694f,#919fa8,#dea55a,#897060,#b1d4de,indianred,darkgray,sandybrown,dimgray,lightblue
Katatjuta - The Olgas,2008,"ABBOTT, Douglas Kwarlpe - ",Indigenous Australian Art,Watercolour,22782,2016.326_001.jpg,#db8671,#b89c93,#c7d5e4,#f0cc8d,#89706a,darksalmon,rosybrown,lightgray,khaki,gray
Boggy Hole near James Range,2008,"ABBOTT, Douglas Kwarlpe - ",Indigenous Australian Art,Watercolour,22783,2016.327_001.jpg,#b49e99,#754f53,#a58069,#d5d2d2,#d78862,rosybrown,dimgray,gray,lightgray,darksalmon
West MacDonnell Ranges,2009,"ABBOTT, Douglas Kwarlpe - ",Indigenous Australian Art,Watercolour,22785,2016.329_001.jpg,#dfd5c5,#6b434f,#907f85,#c1a192,#b9625f,lightgray,dimgray,gray,rosybrown,indianred
Organ Pipes at Finke River,2009,"ABBOTT, Douglas Kwarlpe - ",Indigenous Australian Art,Watercolour,22786,2016.330_001.jpg,#9b6d60,#c3d1de,#665d71,#d2815f,#9a878b,gray,lightgray,dimgray,peru,gray
Ormiston Gorge,2009,"ABBOTT, Douglas Kwarlpe - ",Indigenous Australian Art,Watercolour,22787,2016.331_001.jpg,#93808f,#f0eae3,#ab7c59,#7e5357,#c8a792,gray,linen,peru,dimgray,tan
Bank Hole - Finke River,2009,"ABBOTT, Douglas Kwarlpe - ",Indigenous Australian Art,Watercolour,22788,2016.332_001.jpg,#694c61,#b9988f,#c4c8d3,#a76258,#877782,dimgray,rosybrown,lightgray,indianred,gray
"Mt Hermannsburg - Larlkintanherrama, NT",2012,"ABBOTT, Douglas Kwarlpe - ",Indigenous Australian Art,Watercolour,22789,2016.333_001.jpg,#b2b4c4,#b69f9a,#c8dbe4,#846f80,#8d94af,silver,rosybrown,gainsboro,gray,lightslategray
